,employee_id,last_name,first_name,title,reports_to,birth_date,hire_date,address,city,state,country,postal_code,phone,fax,email,c_customer_id,c_first_name,c_last_name,c_company,c_address,c_city,c_state,c_country,c_postal_code,c_phone,c_fax,c_email,support_rep_id,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,track_id,name,album_id,media_type_id,genre_id,composer,milliseconds,bytes,t_unit_price
1314,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,990,No Way Back,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",196675,6421400,0.99
1315,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,999,Still,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",313182,10323157,0.99
1316,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1008,Razor,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",293276,9721373,0.99
1317,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1017,Overdrive,81,1,4,Foo Fighters,270550,8793187,0.99
1318,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1026,My Hero,82,1,1,"Dave, Taylor, Nate, Chris",260101,8472365,0.99
1319,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1035,"New York, New York",83,1,12,fred ebb/john kander,206001,6707993,0.99
1320,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1044,My Kind Of Town,83,1,12,jimmy van heusen/sammy cahn,188499,6119915,0.99
1321,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1053,"Bad, Bad Leroy Brown",83,1,12,jim croce,169900,5548581,0.99
1322,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1062,Zamba��o,84,1,7,,301113,10030604,0.99
1323,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1071,Divirta-Se (Saindo Da Sua),84,1,7,,74919,2439206,0.99
1324,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1080,Assum Preto,85,1,10,Humberto Teixeira/Luiz Gonzaga,199653,6625000,0.99
1325,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1089,Is This Love (Live),86,1,7,,295262,9819759,0.99
1326,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,17,Jack,Smith,Microsoft Corporation,1 Microsoft Way,Redmond,WA,USA,98052-8300,+1 (425) 882-8080,+1 (425) 882-8081,jacksmith@microsoft.com,5,243,17,2011-12-01,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,1098,Copacabana (Live),86,1,7,,289671,9673672,0.99
1327,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,31,Martha,Silk,,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,+1 (902) 450-0450,,marthasilk@gmail.com,5,244,31,2011-12-09,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,0.99,1112,Beira Mar,73,1,7,Gilberto Gil,295444,9597994,0.99
1328,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,32,Aaron,Mitchell,,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,+1 (204) 452-6452,,aaronmitchell@yahoo.ca,4,245,32,2011-12-22,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,1.98,1113,Sampa,73,1,7,Gilberto Gil,225697,7469905,0.99
1329,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,32,Aaron,Mitchell,,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,+1 (204) 452-6452,,aaronmitchell@yahoo.ca,4,245,32,2011-12-22,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,1.98,1114,Parabolicamar�,73,1,7,Gilberto Gil,284943,9543435,0.99
1330,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,34,Jo�o,Fernandes,,Rua da Assun��o 53,Lisbon,,Portugal,,+351 (213) 466-111,,jfernandes@yahoo.pt,4,246,34,2011-12-22,Rua da Assun��o 53,Lisbon,,Portugal,,1.98,1116,Expresso 2222,73,1,7,Gilberto Gil,284760,9690577,0.99
1331,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,34,Jo�o,Fernandes,,Rua da Assun��o 53,Lisbon,,Portugal,,+351 (213) 466-111,,jfernandes@yahoo.pt,4,246,34,2011-12-22,Rua da Assun��o 53,Lisbon,,Portugal,,1.98,1118,Palco,73,1,7,Gilberto Gil,270550,9049901,0.99
1332,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,36,Hannah,Schneider,,Tauentzienstra�e 8,Berlin,,Germany,10789,+49 030 26550280,,hannah.schneider@yahoo.de,5,247,36,2011-12-23,Tauentzienstra�e 8,Berlin,,Germany,10789,3.96,1120,S�tio Do Pica-Pau Amarelo,73,1,7,Gilberto Gil,218070,7217955,0.99
1333,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,36,Hannah,Schneider,,Tauentzienstra�e 8,Berlin,,Germany,10789,+49 030 26550280,,hannah.schneider@yahoo.de,5,247,36,2011-12-23,Tauentzienstra�e 8,Berlin,,Germany,10789,3.96,1122,Faceless,88,1,3,Sully Erna,216006,6992417,0.99
1334,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,36,Hannah,Schneider,,Tauentzienstra�e 8,Berlin,,Germany,10789,+49 030 26550280,,hannah.schneider@yahoo.de,5,247,36,2011-12-23,Tauentzienstra�e 8,Berlin,,Germany,10789,3.96,1124,Make Me Believe,88,1,3,Sully Erna,248607,8075050,0.99
1335,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,36,Hannah,Schneider,,Tauentzienstra�e 8,Berlin,,Germany,10789,+49 030 26550280,,hannah.schneider@yahoo.de,5,247,36,2011-12-23,Tauentzienstra�e 8,Berlin,,Germany,10789,3.96,1126,Re-Align,88,1,3,Sully Erna,260884,8513891,0.99
1336,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,40,Dominique,Lefebvre,,"8, Rue Hanovre",Paris,,France,75002,+33 01 47 42 71 71,,dominiquelefebvre@gmail.com,4,248,40,2011-12-24,"8, Rue Hanovre",Paris,,France,75002,5.94,1130,I Am,88,1,3,Sully Erna,239516,7803270,0.99
1337,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,40,Dominique,Lefebvre,,"8, Rue Hanovre",Paris,,France,75002,+33 01 47 42 71 71,,dominiquelefebvre@gmail.com,4,248,40,2011-12-24,"8, Rue Hanovre",Paris,,France,75002,5.94,1134,Jesus Of Suburbia / city Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,89,1,4,Billie Joe Armstrong/Green Day,548336,17875209,0.99
1338,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,40,Dominique,Lefebvre,,"8, Rue Hanovre",Paris,,France,75002,+33 01 47 42 71 71,,dominiquelefebvre@gmail.com,4,248,40,2011-12-24,"8, Rue Hanovre",Paris,,France,75002,5.94,1138,St. Jimmy,89,1,4,Green Day,175307,5716589,0.99
1339,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,40,Dominique,Lefebvre,,"8, Rue Hanovre",Paris,,France,75002,+33 01 47 42 71 71,,dominiquelefebvre@gmail.com,4,248,40,2011-12-24,"8, Rue Hanovre",Paris,,France,75002,5.94,1142,Letterbomb,89,1,4,Green Day,246151,7980902,0.99
1340,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,40,Dominique,Lefebvre,,"8, Rue Hanovre",Paris,,France,75002,+33 01 47 42 71 71,,dominiquelefebvre@gmail.com,4,248,40,2011-12-24,"8, Rue Hanovre",Paris,,France,75002,5.94,1146,Welcome to the Jungle,90,2,1,,273552,4538451,0.99
1341,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,40,Dominique,Lefebvre,,"8, Rue Hanovre",Paris,,France,75002,+33 01 47 42 71 71,,dominiquelefebvre@gmail.com,4,248,40,2011-12-24,"8, Rue Hanovre",Paris,,France,75002,5.94,1150,Mr. Brownstone,90,2,1,,228924,3816323,0.99
1342,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1156,Anything Goes,90,2,1,,206400,3451891,0.99
1343,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1162,Perfect Crime,91,2,1,,143637,2550030,0.99
1344,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1168,The Garden,91,2,1,,322175,5438862,0.99
1345,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1174,Civil War,92,1,3,Duff McKagan/Slash/W. Axl Rose,461165,15046579,0.99
1346,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1180,Breakdown,92,1,3,W. Axl Rose,424960,13978284,0.99
1347,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1186,Don't Cry,92,1,3,Izzy Stradlin'/W. Axl Rose,284238,9222458,0.99
1348,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1192,L'Arc En Ciel De Miles,93,1,2,Kevin Robinson/Richard Bull,242390,8053997,0.99
1349,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1198,Jacob's Ladder,93,1,2,Julian Crampton,367647,12201595,0.99
1350,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,46,Hugh,O'Reilly,,3 Chatham Street,Dublin,Dublin,Ireland,,+353 01 6792424,,hughoreilly@apple.ie,3,249,46,2011-12-27,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,1204,The Pilgrim,94,2,1,,307593,5172144,0.99
1351,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1213,The Trooper,95,1,3,Steve Harris,235311,3766272,0.99
1352,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1222,Iron Maiden,95,1,3,Steve Harris,324623,5195776,0.99
1353,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1231,Bring Your Daughter... To The Slaughter,96,1,3,Bruce Dickinson,317727,5085184,0.99
1354,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1240,Dream Of Mirrors,97,1,1,Janick Gers/Steve Harris,561162,22448256,0.99
1355,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1249,Dance Of Death,98,1,13,Janick Gers/Steve Harris,516649,20670727,0.99
1356,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1258,Afraid To Shoot Strangers,99,1,1,Steve Harris,416496,16664589,0.99
1357,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1267,Fear Of The Dark,99,1,1,Steve Harris,436976,17483789,0.99
1358,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1276,09 - Iron Maiden,100,1,6,Steve Harris,216058,5189891,0.99
1359,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1285,Purgatory,101,1,13,Steve Harris,200150,4804736,0.99
1360,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1294,Powerslave,102,1,3,,454974,10921567,0.99
1361,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1303,Die With Your Boots On,102,1,13,Adrian Smith/Bruce Dickinson/Steve Harris,314174,7542367,0.99
1362,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1312,The Evil That Men Do,103,1,1,,478145,11479913,0.99
1363,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1321,Hallowed Be Thy name,104,1,1,,447791,10751410,0.99
1364,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,55,Mark,Taylor,,421 Bourke Street,Sidney,NSW,Australia,2010,+61 (02) 9332 3633,,mark.taylor@yahoo.au,4,250,55,2012-01-01,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,1330,The Assassin,105,1,3,Steve Harris,258768,4141056,0.99
1365,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,10,Eduardo,Martins,Woodstock Discos,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,+55 (11) 3033-5446,+55 (11) 3033-4564,eduardo@woodstock.com.br,4,251,10,2012-01-09,"Rua Dr. Falc�o Filho, 155",S�o Paulo,SP,Brazil,01007-010,0.99,1344,Aces High,107,1,3,Harris,269531,6472088,0.99
1366,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,11,Alexandre,Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",S�o Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,5,252,11,2012-01-22,"Av. Paulista, 2022",S�o Paulo,SP,Brazil,01310-200,1.98,1345,2 Minutes To Midnight,107,1,3,Smith/Dickinson,359810,8638809,0.99
